I II V1 V2 V3 V4 V5 V6
-5 -13 15 24 11 4 -4 -5
-4 -13 16 26 13 6 -3 -4
-5 -13 18 28 14 7 -3 -3
-5 -12 20 30 15 8 -2 -2
-4 -12 21 31 15 9 1 -2
-4 -13 20 32 15 8 -2 -3
-7 -16 18 31 14 6 -3 -5
-7 -15 18 32 15 7 -3 -4
-3 -11 19 33 17 9 0 -2
-2 -10 18 34 17 8 0 -2
-7 -13 18 34 17 8 0 -3
-9 -14 17 33 16 7 -4 -6
-7 -12 20 37 19 9 0 -4
-6 -12 22 40 21 11 1 -2
-8 -13 23 40 21 12 2 -2
-7 -13 22 42 22 12 1 -3
-4 -13 22 43 22 12 2 -3
-2 -12 22 44 23 12 2 -2
-3 -12 22 45 24 13 3 0
-3 -11 23 47 25 14 4 1
-3 -11 23 48 26 15 5 2
-4 -11 24 49 27 16 6 3
-3 -10 25 52 28 17 6 3
-3 -10 26 54 29 17 6 4
-4 -10 27 56 30 17 6 4
-5 -10 28 57 31 17 7 4
-3 -10 28 58 32 18 8 5
0 -10 26 58 32 18 7 4
1 -9 23 58 32 17 7 4
1 -9 24 59 33 18 8 4
1 -8 25 61 35 19 9 5
-2 -8 28 64 37 21 11 7
-3 -7 30 67 39 22 11 7
-3 -7 32 70 40 23 12 8
0 -6 32 71 42 23 12 8
3 -5 31 72 42 24 11 8
6 -3 33 75 43 26 13 10
7 -2 31 75 44 26 13 10
4 -5 29 75 44 25 12 10
1 -7 31 78 45 27 14 11
3 -4 32 79 46 27 14 12
6 -2 33 81 47 28 15 13
5 -2 35 86 50 30 16 14
5 -2 36 89 51 30 17 15
6 1 36 90 52 31 18 14
6 0 36 91 53 31 18 13
3 -3 36 94 53 31 19 14
3 -3 35 94 54 32 18 15
5 0 34 95 54 32 18 14
7 1 35 97 55 32 19 15
7 3 37 100 57 34 21 17
7 5 37 101 58 35 22 18
7 5 39 104 60 36 23 20
8 5 39 105 60 36 23 20
9 5 39 106 60 34 22 20
10 5 40 108 61 35 23 21
11 6 42 110 62 35 24 21
12 7 40 111 62 35 24 22
12 8 38 110 60 34 23 21
12 8 38 110 60 34 22 22
13 9 39 111 60 34 23 22
11 9 40 111 60 34 23 23
9 8 42 112 61 35 23 24
9 7 43 114 61 35 24 25
12 8 40 112 59 33 21 23
15 9 40 111 57 31 20 22
14 9 39 111 55 30 19 22
13 10 39 110 55 28 19 23
14 11 38 110 54 27 19 23
13 9 38 109 52 26 18 23
12 8 36 106 50 23 16 21
13 8 36 105 49 22 15 21
13 8 37 104 48 21 15 20
13 8 38 103 46 20 15 20
14 10 39 103 45 20 15 20
13 9 39 102 44 19 13 20
10 6 37 99 42 17 11 18
10 5 35 96 38 15 10 16
12 6 34 95 36 13 10 16
13 7 33 92 33 10 8 14
12 7 34 90 32 10 8 14
13 8 34 89 31 9 7 14
14 9 34 87 29 7 6 13
11 7 34 85 28 6 5 12
8 4 33 81 26 4 3 11
8 2 32 79 25 2 1 10
10 3 32 78 24 2 1 10
12 5 30 75 22 0 -2 9
11 5 29 73 21 0 0 9
10 4 28 71 19 0 0 7
9 4 29 70 19 1 1 9
9 4 30 67 19 1 1 8
8 3 29 64 18 0 0 7
7 2 28 63 18 0 0 7
6 1 29 61 18 1 -2 7
5 0 27 58 16 0 -3 6
4 -3 26 55 15 -2 -2 6
3 -2 25 53 15 0 -2 6
2 0 24 51 15 1 0 6
3 0 23 49 15 2 0 6
5 0 22 46 14 1 0 5
6 1 22 44 15 2 1 5
5 1 22 42 15 3 2 5
3 0 22 39 15 4 2 6
3 0 21 37 14 4 1 4
2 1 21 35 14 4 1 3
2 0 20 32 13 4 0 1
1 0 18 30 12 4 0 1
0 -2 14 28 10 3 -2 1
1 -2 12 26 10 4 -2 1
1 -2 13 24 9 4 -3 0
-3 -3 13 22 8 4 -3 0
-6 -5 14 22 9 5 -2 1
-5 -3 15 21 10 5 1 1
-2 -2 15 21 11 6 1 2
-3 -4 14 19 9 5 0 1
-5 -7 12 16 8 4 0 0
-4 -6 11 15 8 5 1 1
1 -3 9 12 6 3 -2 -2
1 -3 8 11 5 2 -2 0
-2 -4 8 10 5 3 -2 1
-2 -2 10 11 6 5 1 3
0 0 10 10 5 5 1 2
-5 -5 9 9 5 4 1 1
-9 -9 9 7 5 4 1 1
-8 -7 9 7 5 5 1 1
-6 -6 9 8 5 6 2 1
-6 -6 8 7 4 4 1 0
-7 -7 7 6 3 3 1 0
-5 -6 6 6 4 3 1 1
-2 -3 7 6 4 4 1 2
1 1 7 5 3 4 1 1
0 0 8 7 5 6 3 2
0 -2 8 6 5 5 2 1
-3 -3 8 5 5 5 1 0
-5 -5 8 5 5 5 1 0
-6 -7 7 5 4 4 0 0
-4 -6 6 5 4 4 1 1
-2 -2 6 6 5 5 2 1
-2 0 6 7 6 7 2 2
-4 -2 8 7 6 7 2 3
-3 0 8 7 5 6 2 4
-2 1 7 7 5 5 2 3
-3 -2 7 7 5 6 3 3
-5 -4 7 7 5 6 3 1
-5 -4 7 7 6 6 3 1
-5 -5 8 9 7 7 4 3
-6 -5 7 8 6 6 4 2
-7 -6 7 7 6 6 4 1
-7 -7 6 7 6 6 3 1
-6 -5 6 8 7 6 3 2
-7 -3 7 9 8 7 4 3
-7 -4 7 9 8 7 4 2
-7 -6 8 10 8 8 4 2
-7 -5 8 9 7 7 3 2
-6 -4 9 11 9 9 5 3
-5 -2 9 11 10 10 5 3
-3 0 8 11 10 9 5 3
1 2 5 10 9 7 4 3
3 4 5 12 10 9 5 5
5 7 6 13 11 10 6 6
8 9 7 13 12 11 6 6
9 10 8 14 13 12 8 7
5 7 8 14 12 12 7 7
1 4 7 13 11 11 6 5
-5 0 8 14 12 11 6 4
-8 -4 8 14 13 11 6 4
-7 -3 8 14 13 11 7 4
-4 -2 6 12 11 10 5 3
-5 -3 6 13 12 11 6 3
-7 -4 6 14 13 12 7 4
-6 -2 8 15 15 13 8 6
-3 4 9 16 15 13 8 6
0 5 9 16 15 13 8 7
-2 2 8 16 15 14 8 7
-3 0 7 16 15 13 8 5
-3 0 7 17 15 13 8 5
-4 0 8 17 16 13 8 5
-5 1 7 16 15 14 8 5
-5 1 6 16 15 14 8 4
-4 2 6 15 14 13 8 5
-2 5 6 16 15 13 8 6
3 8 6 16 16 14 9 6
5 9 7 16 16 15 10 6
3 7 8 17 16 15 10 7
1 4 7 15 15 13 8 4
-4 0 6 14 14 12 7 3
-8 -5 6 13 13 11 6 3
-6 -4 6 12 13 10 5 3
-4 -2 5 11 12 9 4 2
-5 -2 5 11 12 10 4 2
-5 -2 5 12 13 11 5 2
-5 0 5 12 13 11 5 3
-5 0 5 13 14 12 6 4
-3 1 6 13 15 13 7 4
3 4 7 13 15 13 8 5
6 5 6 12 13 13 7 5
2 3 5 11 13 12 7 5
-4 0 4 10 12 11 7 4
-7 -2 3 8 10 9 5 4
-7 -3 4 9 10 10 6 4
-6 -2 3 8 10 9 5 3
-7 -2 3 9 10 9 5 3
-8 -3 5 10 10 10 5 3
-5 -2 5 10 11 10 5 3
-3 0 4 9 10 9 5 2
0 0 3 7 9 8 4 1
2 3 4 8 9 9 6 3
5 7 4 8 10 10 7 5
6 7 3 8 10 9 6 5
3 3 1 6 8 8 4 3
-3 0 1 4 7 8 4 2
-6 -2 2 4 6 7 3 1
-7 -3 2 4 6 7 3 1
-8 -5 2 3 6 6 2 0
-8 -4 2 3 5 5 1 -3
-5 -2 4 5 7 7 3 -2
-3 0 4 4 7 7 3 0
-3 -2 1 1 6 6 1 -3
-3 -2 0 1 5 5 1 -3
-3 -2 1 0 5 5 1 0
-2 0 1 -2 4 4 0 -2
-2 0 1 -2 4 4 1 -2
-3 -2 2 1 4 6 3 1
-5 -3 1 -2 4 5 1 0
-7 -5 0 -4 3 4 0 -3
-6 -4 1 -3 4 5 2 -2
-3 1 0 -3 4 5 2 0
-3 2 0 -3 4 5 2 0
-3 0 0 -3 3 4 0 -2
0 1 0 -3 3 3 -2 -2
1 3 1 -2 4 3 0 0
2 4 0 -4 2 3 0 -2
1 1 -2 -6 1 2 -3 -4
-3 -3 -2 -6 1 1 -4 -6
-5 -3 0 -6 1 1 -3 -6
-5 -4 0 -5 1 1 -4 -6
-5 -5 1 -4 1 2 -3 -4
-4 -3 1 -4 1 2 -2 -3
-3 0 1 -5 1 2 -2 -3
-2 1 0 -6 1 2 -2 -3
-2 1 -2 -7 1 1 -3 -3
-4 1 0 -7 1 2 -3 -3
-4 1 1 -6 2 2 -2 -2
-4 1 1 -7 1 1 -3 -3
-8 -5 0 -8 1 0 -3 -5
-10 -9 -3 -10 -2 -2 -5 -6
-8 -7 -3 -11 -4 -3 -6 -6
-4 -5 -3 -11 -4 -4 -6 -6
-4 -5 -3 -10 -4 -3 -5 -5
-5 -4 -4 -9 -3 -2 -5 -5
-4 -4 -4 -9 -2 -2 -4 -4
-3 -4 -3 -9 -2 -2 -4 -5
-4 -4 -3 -10 -3 -2 -4 -6
-5 -5 -3 -9 -3 -2 -4 -6
-6 -5 -3 -10 -3 -2 -4 -7
-6 -3 -3 -10 -4 -3 -5 -7
-4 0 -3 -9 -3 -2 -5 -7
-3 0 -3 -10 -3 -3 -5 -8
-4 -2 -4 -12 -5 -4 -6 -9
-5 -2 -4 -11 -4 -4 -6 -8
-6 -2 -4 -11 -4 -4 -6 -7
-5 -2 -3 -10 -3 -3 -4 -6
-5 0 -3 -10 -3 -2 -3 -7
-5 0 -4 -11 -3 -3 -4 -7
-5 -2 -3 -11 -3 -3 -5 -7
-2 0 -4 -11 -4 -4 -5 -7
2 2 -4 -11 -3 -3 -4 -5
4 5 -5 -12 -3 -3 -3 -5
5 7 -4 -11 -3 -2 -3 -5
1 6 -2 -9 -2 0 -2 -4
-6 3 0 -9 -2 0 -3 -4
-7 1 0 -9 0 0 -3 -4
-8 0 0 -10 -2 -2 -4 -4
-8 -2 0 -10 -2 -3 -4 -5
-6 1 0 -11 -2 -2 -4 -6
-3 5 1 -9 1 1 -2 -5
0 7 2 -7 2 2 0 -3
2 10 3 -7 2 1 -2 -3
4 13 3 -6 3 2 0 -3
3 12 3 -7 3 2 0 -2
-4 8 3 -9 1 1 0 -3
-7 6 4 -8 1 1 0 -4
-6 6 6 -6 3 3 2 -2
-4 8 7 -6 3 3 2 0
0 10 7 -5 4 4 2 0
1 12 7 -4 5 5 2 0
2 13 7 -3 6 5 3 0
2 16 7 -3 7 6 5 0
3 19 8 -2 9 8 7 2
3 21 8 0 11 10 9 3
3 23 5 1 11 11 10 5
6 26 3 0 11 11 10 6
9 27 2 -2 12 11 10 7
8 23 1 -3 12 11 9 7
7 17 -3 -6 8 8 7 4
9 14 -6 -8 5 6 5 3
11 14 -6 -8 5 6 5 4
10 13 -10 -10 3 4 4 2
7 10 -12 -13 0 2 2 0
6 10 -12 -14 0 1 2 1
7 12 -12 -14 0 2 2 2
8 12 -12 -13 -2 1 2 1
10 12 -11 -12 -2 2 3 2
11 15 -11 -14 -2 1 3 2
11 18 -12 -16 -2 1 3 4
7 18 -11 -16 0 2 4 4
4 16 -12 -17 -3 1 3 3
3 14 -12 -19 -5 0 1 1
4 14 -12 -19 -6 -2 1 -2
3 14 -10 -19 -6 -3 0 -3
0 12 -8 -18 -5 -3 -2 -3
-4 7 -7 -17 -5 -3 -3 -4
-3 3 -7 -18 -7 -5 -5 -7
-3 0 -8 -20 -8 -7 -5 -8
-5 -4 -9 -21 -10 -10 -8 -11
-7 -6 -9 -21 -11 -10 -10 -12
-6 -6 -10 -22 -12 -12 -11 -13
-3 -5 -13 -23 -14 -12 -11 -13
1 -4 -14 -25 -15 -13 -12 -14
4 0 -14 -26 -15 -14 -12 -14
2 -2 -13 -25 -14 -13 -11 -13
-4 -7 -13 -25 -14 -12 -11 -14
-8 -11 -12 -25 -14 -12 -10 -12
-8 -11 -12 -24 -13 -12 -10 -12
-6 -9 -12 -24 -12 -11 -11 -13
-4 -7 -12 -23 -12 -11 -11 -13
-3 -5 -11 -23 -12 -11 -10 -13
-2 -4 -11 -23 -12 -11 -10 -13
-3 -3 -11 -23 -12 -11 -9 -13
-4 -3 -11 -23 -12 -11 -11 -14
-5 -4 -12 -25 -13 -12 -12 -15
-7 -6 -10 -23 -12 -12 -11 -14
-8 -7 -10 -24 -12 -12 -12 -14
-8 -7 -10 -23 -12 -12 -11 -14
-7 -6 -9 -23 -11 -11 -11 -14
-4 -5 -10 -23 -13 -12 -12 -15
1 -4 -10 -23 -13 -13 -12 -15
1 -5 -11 -23 -13 -13 -12 -16
-3 -6 -12 -24 -13 -12 -12 -16
-4 -6 -10 -23 -12 -11 -11 -13
-2 -5 -9 -23 -12 -12 -11 -13
-2 -4 -10 -24 -12 -12 -11 -13
-4 -5 -10 -23 -11 -11 -10 -12
-3 -5 -11 -23 -11 -11 -10 -13
-2 -5 -11 -23 -11 -11 -10 -13
-2 -6 -11 -23 -11 -11 -10 -13
-2 -6 -10 -23 -12 -12 -11 -13
-3 -7 -10 -23 -12 -11 -11 -13
-3 -7 -11 -23 -12 -11 -11 -13
-3 -6 -9 -22 -11 -11 -11 -14
-2 -5 -7 -19 -8 -10 -11 -14
0 -5 -5 -15 -6 -10 -11 -15
1 -4 0 -11 -4 -9 -12 -16
0 -5 4 -4 1 -8 -13 -17
-3 -6 9 8 10 -4 -12 -18
-4 -7 12 19 21 5 -8 -17
-7 -7 15 30 34 16 -2 -14
-9 -5 21 49 56 33 10 -7
-5 4 30 73 85 60 28 6
2 14 39 98 120 94 53 22
5 20 46 119 160 132 78 37
10 24 53 143 203 172 104 52
20 30 61 162 243 212 131 66
29 39 66 173 278 250 157 84
37 51 62 170 300 278 183 103
49 61 42 142 289 282 194 116
59 65 7 86 240 250 186 121
65 65 -40 -2 143 176 156 116
65 66 -93 -129 6 68 109 104
59 62 -140 -278 -143 -47 50 80
49 44 -177 -414 -278 -155 -18 44
37 17 -220 -529 -395 -249 -80 6
33 -3 -261 -603 -469 -305 -116 -15
36 -12 -282 -614 -482 -316 -126 -20
40 -14 -286 -587 -465 -308 -127 -21
43 -10 -283 -556 -445 -298 -126 -21
37 3 -271 -519 -416 -279 -118 -18
24 20 -246 -467 -372 -249 -105 -12
10 34 -222 -411 -325 -217 -88 -3
5 38 -205 -369 -288 -192 -75 1
5 35 -194 -336 -261 -176 -71 -2
5 33 -182 -301 -233 -157 -66 -6
1 31 -168 -265 -204 -138 -59 -5
-3 26 -153 -235 -180 -123 -54 -6
-3 21 -138 -207 -159 -110 -49 -9
0 19 -119 -179 -138 -95 -43 -10
2 18 -98 -147 -113 -78 -35 -9
4 16 -76 -116 -90 -61 -29 -8
5 13 -61 -93 -72 -50 -25 -9
2 6 -50 -75 -59 -43 -22 -9
-2 2 -39 -60 -47 -35 -18 -8
0 2 -30 -48 -37 -29 -16 -8
1 3 -22 -36 -28 -22 -12 -6
2 1 -18 -29 -23 -19 -12 -6
1 -3 -15 -25 -20 -17 -12 -8
1 -3 -13 -24 -18 -16 -12 -8
1 -4 -11 -21 -16 -16 -11 -8
-2 -5 -10 -19 -14 -15 -12 -9
-3 -6 -9 -17 -14 -14 -11 -9
-2 -6 -8 -14 -12 -12 -10 -9
-2 -5 -8 -13 -11 -12 -10 -9
-2 -5 -8 -12 -10 -12 -10 -9
1 -3 -6 -10 -10 -12 -10 -8
5 1 -3 -6 -7 -9 -8 -6
9 3 0 -4 -5 -8 -7 -5
8 1 0 -3 -4 -8 -7 -5
2 -6 0 -3 -4 -9 -7 -7
-6 -12 0 -3 -5 -9 -8 -9
-8 -13 0 -2 -5 -9 -9 -10
-6 -12 0 0 -4 -9 -9 -11
-5 -11 1 2 -2 -8 -8 -9
-4 -9 1 2 0 -7 -7 -8
-2 -7 2 4 1 -7 -7 -8
0 -7 3 6 2 -6 -6 -7
-3 -9 4 6 2 -6 -7 -8
-4 -8 4 7 3 -5 -7 -8
-3 -8 7 10 4 -3 -4 -6
0 -8 6 10 4 -4 -6 -7
1 -9 6 10 5 -4 -7 -7
1 -8 6 11 6 -4 -6 -7
1 -8 5 11 5 -5 -7 -8
1 -9 4 9 4 -6 -8 -9
0 -8 5 10 5 -5 -8 -8
0 -8 7 13 7 -3 -6 -7
0 -9 8 15 8 -2 -5 -6
1 -10 8 15 8 -3 -6 -7
1 -9 9 16 9 -2 -6 -8
2 -8 10 18 11 0 -4 -7
4 -7 11 20 12 1 -3 -6
5 -6 12 21 13 2 -3 -6
2 -7 11 21 12 1 -4 -6
-2 -8 11 22 12 2 -3 -5
3 -5 12 22 13 2 -3 -5
6 -2 13 25 16 4 -2 -4
4 -4 15 27 17 4 1 -3
2 -6 15 28 17 4 1 -3
4 -5 15 29 18 5 1 -3
4 -5 16 30 19 5 1 -4
1 -9 15 29 18 4 -2 -6
-2 -9 16 30 19 5 -2 -7
0 -7 17 32 21 6 0 -6
1 -6 16 33 21 6 1 -4
1 -7 15 34 21 6 2 -2
1 -7 15 36 23 8 1 -2
3 -6 18 39 24 9 2 0
6 -4 20 43 27 11 4 1
10 -2 22 45 29 13 6 2
9 -2 21 45 28 12 6 2
4 -6 20 45 28 12 5 1
1 -7 21 47 29 12 6 1
3 -5 21 48 30 12 6 1
6 -3 22 49 31 12 6 2
5 -4 20 51 31 13 6 3
5 -3 22 53 33 15 7 3
7 0 25 56 35 16 9 4
7 0 26 58 37 18 10 4
6 -3 26 58 37 17 9 4
7 -3 25 59 37 17 8 4
10 1 26 62 39 19 10 6
10 1 26 64 42 21 12 7
7 -2 26 65 42 21 12 7
6 -2 26 66 42 20 11 6
6 0 26 68 43 21 12 7
7 1 27 70 45 21 12 8
9 4 30 73 47 23 15 11
9 5 31 75 48 25 16 12
7 3 32 78 51 27 17 12
7 1 31 80 51 26 17 11
9 3 31 82 52 27 17 12
11 5 32 85 53 28 18 13
11 6 32 86 54 28 17 12
10 5 33 88 55 29 19 13
9 4 33 90 55 29 20 15
8 6 33 91 56 30 19 15
11 9 34 93 58 31 21 16
14 11 35 96 61 33 23 19
16 11 35 97 61 32 22 18
17 11 36 99 61 32 22 18
17 10 36 100 61 32 23 19
15 9 36 101 61 32 23 20
12 8 35 100 60 30 21 18
11 9 34 100 60 30 21 17
13 11 35 102 60 30 22 18
15 13 36 103 60 31 22 19
16 13 36 104 59 30 21 19
16 13 37 105 58 30 21 19
16 12 38 106 59 30 23 21
18 13 38 105 59 30 23 20
18 13 37 105 59 28 23 20
17 13 36 103 56 26 20 19
17 14 37 102 55 25 19 19
18 15 36 100 54 23 18 19
16 14 35 99 52 20 18 18
15 13 35 98 50 19 17 17
15 12 36 97 49 19 16 17
14 11 36 96 48 18 15 17
13 10 35 94 46 16 13 15
15 11 35 92 44 14 11 14
17 12 35 91 42 13 11 15
19 14 34 90 39 12 11 15
19 14 34 88 37 10 10 14
17 13 32 85 34 7 8 12
14 11 31 81 32 6 6 11
13 11 32 80 31 5 6 11
15 12 33 79 31 4 7 12
15 10 33 78 30 3 7 11
14 8 33 76 28 2 6 10
13 8 33 74 27 1 5 9
13 8 31 71 25 0 3 9
14 6 29 68 23 -3 0 7
15 7 28 65 21 -4 -2 7
16 10 28 63 19 -5 -2 6
16 11 29 62 18 -4 0 6
13 8 28 59 17 -5 -2 5
10 4 27 56 16 -7 -4 4
9 3 27 54 16 -6 -4 4
8 3 26 52 15 -7 -4 2
7 2 26 50 16 -7 -4 2
6 2 25 48 15 -6 -3 1
7 3 26 47 16 -5 -2 2
9 5 24 43 15 -6 -4 1
9 6 24 40 15 -5 -3 2
10 6 24 38 14 -4 -3 2
9 6 23 36 13 -3 -2 1
8 4 22 34 13 -3 -2 1
6 2 21 30 12 -3 -3 0
6 1 20 27 11 -3 -3 -2
6 2 20 26 11 -2 -3 -2
5 2 20 25 12 1 -2 -2
2 -2 18 23 10 0 -3 -3
0 -4 16 19 9 -2 -4 -4
1 -3 15 17 9 -2 -3 -3
3 0 15 16 10 0 -2 -2
5 2 15 14 10 0 -2 -2
5 2 15 13 10 1 -2 -2
4 1 14 11 9 0 -2 -3
0 -2 13 10 7 0 -2 -3
-3 -4 14 8 8 2 0 -3
-4 -3 13 7 6 1 -2 -4
-4 -4 12 5 5 0 -3 -5
-5 -5 11 4 5 0 -3 -6
-2 -4 10 2 4 -2 -3 -6
1 -2 11 1 4 0 -3 -6
2 0 10 -2 3 -2 -3 -6
1 0 9 -2 3 0 -3 -6
0 -2 8 -4 2 -2 -4 -7
-3 -3 8 -4 2 -3 -5 -7
-3 -3 9 -5 3 -3 -4 -7
0 -2 9 -5 2 -2 -3 -6
-3 -4 9 -5 1 -2 -3 -6
-6 -7 7 -6 -2 -4 -5 -7
-8 -8 7 -6 -2 -4 -5 -6
-7 -5 7 -6 -2 -4 -5 -7
-6 -4 8 -5 1 -2 -3 -5
-5 -2 9 -6 2 -2 -2 -4
-3 0 9 -6 2 0 0 -3
1 0 9 -6 2 0 -2 -4
-2 -4 7 -8 0 -3 -4 -7
-6 -6 6 -8 0 -4 -6 -7
-8 -5 8 -6 1 -2 -4 -5
-5 -2 8 -6 1 -3 -3 -5
-4 -2 6 -7 -2 -4 -4 -6
-5 -2 7 -7 -2 -3 -4 -5
-4 0 8 -7 1 -2 -4 -6
0 1 10 -7 2 0 -2 -5
-2 1 9 -6 1 0 -2 -5
-4 0 9 -5 1 0 -2 -5
-5 0 8 -5 1 0 -3 -5
-4 1 8 -4 2 1 -2 -4
-2 1 6 -5 1 0 -2 -5
-3 1 5 -6 0 -2 -4 -6
-4 0 5 -6 -2 -3 -5 -7
-5 -2 6 -5 1 -2 -3 -5
-5 -2 7 -4 2 0 -2 -4
-5 1 6 -4 2 0 -2 -4
-3 3 8 -2 3 1 0 -4
0 4 9 0 5 2 1 -2
-2 4 9 0 6 3 1 -2
-4 2 9 0 5 3 0 -2
-7 0 9 1 4 2 0 -3
-9 -3 8 1 5 2 0 -3
-9 -2 9 0 5 3 1 -2
-5 0 8 0 4 3 0 -4
-2 1 7 0 4 3 0 -5
-4 1 9 1 6 4 1 -4
-6 1 9 1 6 5 2 -4
-5 1 9 3 7 5 2 -4
-4 1 9 3 7 5 2 -4
-4 1 8 3 7 4 2 -4
-4 2 7 2 7 4 1 -4
-4 4 10 5 9 6 3 -2
-4 4 10 5 10 7 4 -2
-5 3 9 5 9 6 3 -3
-3 4 10 4 9 6 3 -3
-2 5 10 5 10 7 4 -2
-4 2 9 5 9 6 2 -3
-7 -2 9 5 9 6 2 -3
-5 0 9 5 10 6 2 -3
-4 2 9 5 10 7 3 -2
-5 2 9 6 11 8 4 0
-5 1 8 6 10 7 3 0
-5 1 8 5 9 7 3 -2
-4 2 7 4 8 6 2 -4
-4 2 7 5 9 7 2 -4
-4 3 8 5 10 8 3 -4
-3 4 8 5 10 7 3 -4
-3 4 8 5 10 7 4 -3
-3 3 8 6 11 7 3 -2
-5 3 7 5 11 7 3 -2
-5 3 7 5 12 8 3 -2
-3 3 8 5 12 7 3 -2
0 2 7 4 10 6 2 -3
-3 2 7 5 9 7 3 -2
-4 2 7 5 9 8 4 0
-4 2 7 4 9 8 4 0
-4 1 8 4 9 8 4 0
-3 1 6 3 8 7 3 -2
1 3 7 4 10 7 4 0
1 6 7 4 10 8 4 1
-3 5 6 4 9 7 4 0
-5 3 4 3 8 6 2 -3
-5 2 4 2 8 6 2 -2
-6 2 4 1 7 5 1 -3
-5 1 4 0 6 5 0 -4
-5 1 4 -2 6 5 0 -5
-5 1 5 0 5 5 1 -5
-5 2 6 2 7 6 3 -4
-3 3 7 2 9 6 3 -3
0 5 6 1 8 6 1 -4
2 5 5 0 7 6 1 -3
-2 4 4 0 6 4 1 -4
-5 2 4 -2 5 4 0 -5
-7 0 3 -4 3 2 -2 -6
-9 -3 3 -5 2 1 -4 -7
-8 -3 3 -5 2 1 -4 -7
-7 0 3 -5 3 2 -3 -6
-9 -2 3 -4 3 2 -3 -6
-10 -4 2 -6 2 1 -3 -6
-9 -3 1 -7 0 1 -4 -8
-8 0 1 -7 1 1 -4 -7
-6 1 1 -7 1 1 -4 -7
-5 1 1 -7 0 2 -4 -7
-4 3 0 -7 0 1 -4 -7
-3 5 1 -7 0 1 -4 -6
-3 5 1 -7 1 1 -4 -6
-4 4 2 -6 1 1 -3 -7
-5 3 1 -8 0 0 -4 -8
-6 2 1 -8 0 0 -4 -8
-6 1 0 -9 -2 0 -5 -9
-6 0 0 -9 -2 0 -5 -8
-7 2 0 -9 -2 -2 -5 -8
-6 3 0 -9 -2 -2 -5 -7
-6 2 -2 -10 -4 -3 -6 -8
-6 0 0 -10 -4 -3 -6 -9
-6 1 -2 -11 -4 -4 -6 -9
-6 2 0 -10 -4 -3 -5 -8
-7 2 0 -10 -4 -3 -7 -8
-7 1 0 -10 -3 -3 -6 -8
-7 0 -2 -10 -4 -4 -6 -9
-4 2 -3 -11 -5 -4 -7 -9
0 5 -2 -11 -4 -3 -6 -8
-2 5 0 -11 -4 -3 -6 -8
-6 1 -3 -13 -6 -5 -8 -10
-8 -2 -3 -13 -6 -5 -8 -10
-7 0 -2 -13 -6 -4 -7 -9
-6 1 -2 -12 -6 -4 -7 -10
-6 1 -2 -13 -6 -5 -7 -11
-7 1 -2 -13 -6 -4 -7 -11
-8 1 -3 -13 -6 -5 -8 -12
-8 1 -3 -13 -6 -5 -9 -11
-7 1 -3 -13 -7 -5 -9 -11
-7 1 -3 -13 -7 -5 -9 -11
-7 2 -4 -14 -8 -6 -10 -12
-8 2 -3 -14 -7 -6 -9 -11
-9 1 -4 -14 -7 -7 -10 -11
-9 0 -2 -13 -7 -6 -9 -11
-8 1 0 -12 -6 -5 -8 -11
-6 2 0 -13 -6 -4 -8 -11
-7 0 -2 -13 -7 -5 -8 -10
-8 -3 -3 -14 -9 -7 -8 -11
-7 -2 -4 -15 -10 -8 -9 -12
-7 1 -4 -15 -9 -7 -8 -11
-8 2 -4 -15 -8 -6 -9 -11
-9 1 -5 -15 -9 -6 -10 -11
-7 2 -5 -15 -8 -5 -10 -11
-6 3 -3 -13 -6 -4 -8 -9
-7 2 -3 -14 -7 -5 -9 -10
-9 0 -2 -13 -7 -6 -8 -10
-8 1 -4 -14 -7 -7 -8 -10
-7 1 -4 -13 -6 -6 -8 -10
-7 2 -4 -13 -8 -6 -9 -11
-6 2 -4 -13 -9 -6 -9 -11
-6 2 -5 -14 -10 -6 -10 -12
-9 1 -5 -15 -10 -7 -11 -13
-9 0 -5 -15 -9 -7 -11 -13
-8 2 -4 -13 -8 -6 -10 -12
-6 4 -3 -13 -7 -6 -10 -12
-7 4 1 -12 -6 -4 -8 -10
-7 5 1 -11 -5 -3 -8 -10
-6 7 0 -11 -5 -2 -7 -9
-5 8 0 -9 -3 0 -6 -7
-5 9 1 -10 -3 0 -6 -7
-6 9 3 -9 -3 0 -5 -6
-6 8 3 -9 -4 -2 -6 -6
-7 9 5 -7 -2 1 -4 -6
-5 11 6 -6 -2 2 -4 -5
-7 9 5 -7 -3 1 -5 -6
-9 6 6 -7 -2 0 -5 -6
-7 7 6 -7 -2 1 -4 -7
-4 10 6 -6 0 2 -4 -5
-4 10 7 -4 2 3 -3 -4
-4 10 7 -3 3 5 -2 -3
-3 12 7 0 4 7 2 -2
0 16 8 1 6 8 4 1
1 20 8 2 8 10 5 2
2 23 7 2 9 12 7 4
4 24 5 1 9 12 8 5
5 23 3 1 8 11 7 4
3 21 0 -3 5 9 5 2
2 16 -3 -6 3 6 2 -2
3 12 -6 -7 2 4 0 -3
4 11 -7 -8 0 2 -2 -3
4 11 -8 -9 -3 1 -3 -3
4 11 -9 -10 -4 1 -4 -3
4 10 -10 -12 -4 0 -4 -3
4 9 -10 -12 -4 1 -4 -3
5 9 -11 -12 -4 1 -4 -3
7 11 -10 -12 -4 2 -3 0
5 10 -9 -13 -6 1 -3 1
