I II V1 V2 V3 V4 V5 V6
2 -19 -2 -4 -9 -11 6 -21
2 -17 0 -3 -8 -10 6 -20
5 -13 0 -2 -6 -9 7 -19
9 -7 1 1 -3 -7 8 -17
8 -7 0 1 -3 -6 8 -17
4 -14 0 0 -4 -7 7 -17
3 -17 0 -2 -5 -8 6 -17
5 -15 2 0 -3 -7 7 -15
6 -13 2 1 -3 -6 8 -15
5 -14 2 0 -4 -7 6 -18
6 -12 3 0 -4 -6 5 -19
9 -10 6 3 -2 -5 7 -16
11 -8 8 5 0 -4 8 -15
11 -7 8 6 2 -4 9 -15
9 -7 7 5 3 -3 9 -14
8 -6 4 4 2 -3 8 -14
9 -5 1 2 0 -5 6 -14
10 -5 -2 1 -2 -5 5 -13
10 -3 -6 -4 -5 -7 4 -13
9 0 -8 -7 -6 -8 4 -12
8 0 -11 -8 -7 -8 4 -11
10 0 -14 -9 -7 -8 4 -10
11 2 -15 -10 -7 -9 5 -9
11 2 -15 -10 -7 -9 6 -8
13 1 -14 -10 -7 -8 7 -7
14 3 -14 -9 -7 -8 7 -7
14 4 -13 -8 -7 -7 7 -6
13 3 -15 -9 -8 -7 5 -6
13 2 -16 -10 -8 -7 5 -6
13 1 -16 -9 -8 -8 5 -5
13 1 -15 -9 -8 -8 5 -4
12 0 -12 -7 -7 -7 6 -2
10 0 -11 -7 -6 -6 6 -2
7 -2 -9 -5 -5 -5 8 1
3 -4 -7 -5 -6 -6 8 2
-2 -7 -7 -6 -7 -7 7 1
-6 -9 -6 -7 -9 -9 5 0
-6 -11 -4 -6 -10 -10 3 -2
-4 -9 -2 -6 -10 -11 2 -2
-3 -8 0 -5 -9 -10 2 -2
-5 -10 -2 -7 -11 -11 0 -4
-8 -12 -3 -7 -12 -14 -3 -6
-7 -11 -3 -7 -14 -14 -4 -7
-5 -9 -2 -6 -12 -12 -3 -5
-5 -12 0 -6 -12 -15 -4 -6
-6 -16 0 -7 -14 -17 -7 -8
-3 -13 2 -6 -12 -15 -6 -7
4 -7 4 -4 -11 -13 -4 -5
4 -10 4 -4 -11 -13 -4 -6
0 -16 3 -5 -11 -13 -5 -6
-3 -16 2 -6 -12 -15 -5 -6
-3 -15 2 -7 -14 -16 -5 -6
-4 -14 2 -7 -15 -17 -6 -7
-4 -15 2 -7 -14 -16 -6 -6
-3 -16 2 -7 -14 -17 -7 -7
-3 -17 3 -6 -14 -17 -8 -8
-3 -17 3 -6 -14 -17 -10 -8
-3 -17 3 -6 -14 -17 -11 -8
-3 -16 2 -7 -15 -18 -12 -9
-3 -16 2 -7 -15 -19 -13 -10
-2 -16 2 -7 -15 -19 -13 -10
-2 -15 2 -8 -15 -19 -12 -9
-3 -15 2 -9 -15 -19 -11 -9
-5 -17 3 -9 -16 -19 -11 -8
-5 -18 2 -9 -17 -20 -12 -10
-5 -17 2 -8 -17 -20 -12 -10
-3 -17 3 -7 -15 -19 -11 -9
0 -15 1 -8 -16 -20 -12 -10
1 -15 2 -7 -15 -19 -11 -9
-3 -16 2 -7 -15 -19 -12 -9
-5 -19 0 -10 -17 -21 -13 -11
-4 -18 1 -9 -17 -20 -13 -10
2 -14 3 -7 -16 -19 -12 -9
4 -12 4 -6 -15 -18 -11 -9
1 -14 5 -6 -15 -18 -11 -9
-2 -16 3 -7 -15 -19 -13 -9
0 -15 3 -7 -16 -20 -14 -10
1 -12 3 -8 -17 -20 -15 -11
1 -11 4 -8 -17 -21 -16 -11
0 -11 5 -9 -19 -23 -18 -13
-2 -11 5 -9 -21 -27 -21 -15
-4 -12 6 -9 -22 -30 -23 -16
-5 -12 8 -9 -22 -31 -24 -16
-5 -13 8 -9 -22 -30 -25 -17
-5 -14 9 -8 -20 -27 -24 -17
-5 -16 12 -3 -14 -19 -21 -16
-6 -19 14 6 -4 -11 -16 -15
-5 -20 16 16 11 3 -10 -12
1 -15 18 29 28 22 1 -6
5 -10 18 42 48 43 16 3
7 -7 14 51 63 63 31 12
11 0 9 55 77 90 53 27
21 12 1 52 90 121 80 47
30 26 -11 39 93 152 110 66
35 36 -23 18 86 176 137 86
37 42 -35 -6 72 191 157 101
40 44 -46 -26 59 199 169 109
44 45 -50 -41 45 196 171 112
43 44 -53 -61 21 177 159 107
33 36 -50 -81 -11 143 136 95
20 26 -49 -103 -51 94 100 72
8 18 -47 -120 -87 44 60 48
2 16 -44 -130 -112 -5 21 23
0 20 -39 -132 -130 -47 -12 5
-2 24 -35 -126 -135 -74 -30 -6
-4 22 -34 -112 -126 -81 -37 -11
-4 20 -33 -93 -107 -76 -38 -13
-2 19 -30 -74 -90 -68 -37 -13
0 18 -26 -63 -75 -59 -34 -13
-3 12 -23 -55 -63 -48 -29 -12
-3 6 -22 -47 -54 -39 -26 -12
-3 3 -20 -39 -48 -35 -25 -12
0 4 -17 -31 -40 -30 -22 -10
6 8 -12 -23 -31 -24 -18 -8
11 9 -8 -16 -25 -21 -17 -6
9 7 -6 -13 -22 -21 -18 -7
6 4 -5 -11 -20 -20 -18 -8
5 3 -2 -8 -17 -17 -17 -7
5 3 1 -6 -15 -16 -17 -7
6 3 2 -5 -15 -16 -18 -8
6 2 2 -5 -15 -16 -19 -9
5 1 3 -4 -15 -16 -19 -9
4 0 3 -3 -14 -17 -21 -11
4 -2 4 0 -13 -17 -20 -10
4 -3 4 1 -13 -19 -21 -11
2 -4 4 2 -12 -19 -21 -11
1 -5 4 2 -11 -19 -21 -12
1 -5 3 1 -12 -19 -22 -13
2 -3 3 0 -13 -19 -23 -13
5 2 3 0 -11 -17 -22 -11
9 7 4 0 -10 -14 -19 -9
12 8 5 2 -10 -13 -18 -7
11 6 6 3 -10 -13 -18 -8
9 3 6 4 -10 -14 -19 -9
7 2 6 5 -9 -15 -19 -9
6 2 6 6 -8 -14 -19 -8
3 0 5 5 -8 -15 -20 -9
0 -5 4 3 -10 -17 -21 -11
3 -2 5 3 -10 -16 -22 -11
8 4 7 4 -8 -15 -23 -10
7 4 6 4 -9 -16 -23 -11
6 2 6 3 -9 -16 -22 -12
7 4 5 3 -9 -16 -22 -12
7 5 5 4 -10 -15 -22 -12
6 4 4 4 -11 -16 -23 -13
4 3 3 4 -10 -16 -22 -14
3 2 3 5 -9 -16 -22 -14
3 0 4 4 -8 -16 -22 -13
3 0 4 3 -8 -15 -23 -13
3 2 2 1 -9 -15 -24 -13
3 2 2 1 -9 -14 -24 -12
5 3 3 2 -10 -14 -23 -11
11 9 4 4 -8 -14 -22 -10
14 11 5 6 -6 -12 -20 -8
11 7 5 7 -6 -12 -20 -8
7 2 4 7 -7 -13 -22 -9
6 3 3 6 -7 -14 -22 -10
6 4 1 4 -8 -15 -23 -12
6 2 2 4 -7 -14 -22 -12
7 4 2 3 -7 -14 -23 -12
10 9 3 3 -7 -13 -22 -11
12 11 4 5 -5 -12 -20 -10
9 8 2 4 -6 -13 -21 -11
6 4 0 2 -8 -15 -24 -13
5 3 1 4 -7 -14 -23 -13
8 6 1 6 -5 -13 -23 -12
11 10 2 6 -4 -11 -22 -11
13 11 2 5 -4 -10 -22 -10
11 9 2 5 -4 -10 -22 -11
8 6 1 5 -4 -10 -22 -11
7 5 0 4 -5 -10 -22 -11
7 5 1 4 -7 -12 -22 -12
7 6 0 4 -8 -13 -23 -13
7 7 1 6 -6 -12 -21 -12
8 7 1 7 -4 -11 -20 -11
9 5 2 8 -3 -10 -20 -11
9 5 1 8 -2 -9 -20 -10
9 4 1 7 0 -9 -20 -10
8 2 2 7 -2 -8 -20 -10
8 1 3 8 1 -6 -18 -9
10 3 2 7 0 -5 -17 -9
11 2 2 8 1 -4 -18 -8
9 -3 2 8 1 -4 -17 -7
8 -7 3 11 3 -3 -16 -6
9 -5 4 14 5 -2 -14 -5
11 -3 6 15 8 2 -12 -3
9 -5 6 16 9 3 -12 0
6 -8 6 16 11 4 -11 1
5 -9 7 16 12 5 -10 1
3 -11 8 16 11 6 -9 2
2 -12 8 16 11 7 -8 3
0 -14 9 18 13 8 -6 3
-2 -12 9 19 14 9 -5 4
-3 -10 9 19 14 9 -6 3
-4 -9 10 21 15 10 -6 3
-4 -9 10 21 16 10 -6 3
-3 -9 10 21 16 10 -6 3
-3 -10 9 20 16 10 -6 3
-3 -11 9 21 17 12 -5 4
-3 -10 8 19 17 12 -6 4
-3 -9 7 18 17 13 -5 4
-3 -8 7 18 16 13 -3 4
-3 -7 5 18 16 13 -4 5
-3 -8 6 21 18 14 -3 6
-4 -11 6 21 19 15 -3 6
-6 -12 6 21 19 15 -4 5
-6 -11 5 21 19 15 -5 5
-3 -7 5 21 20 15 -5 5
2 -3 7 22 23 18 -2 7
2 -4 6 21 24 19 0 7
1 -5 5 21 24 20 1 7
2 -3 5 21 24 22 3 8
3 0 6 23 25 23 4 10
4 0 5 24 25 24 5 10
4 0 5 25 26 25 6 11
3 0 5 26 27 26 7 12
1 -2 5 26 28 27 7 12
0 -2 4 24 28 26 6 12
0 -3 3 23 27 26 6 11
-2 -3 2 23 28 26 7 11
-4 -3 0 22 27 26 6 10
-4 0 1 22 28 27 7 11
0 4 1 23 29 29 8 12
4 7 2 25 31 31 10 14
4 7 3 26 31 31 11 14
1 4 3 25 31 31 11 13
0 4 1 24 33 32 11 13
1 6 1 25 33 33 12 14
3 7 1 25 34 35 13 14
3 8 1 26 34 36 14 15
2 7 1 26 34 36 14 15
1 7 0 24 33 35 14 14
3 8 -2 24 33 36 14 15
4 10 -2 25 33 36 14 15
4 11 -3 24 33 36 14 14
3 11 -3 23 33 35 13 13
1 10 -4 24 33 37 14 15
0 8 -4 23 33 37 15 15
-2 6 -4 22 33 37 16 16
1 6 -4 22 33 37 16 17
3 8 -3 23 34 38 19 19
6 10 -3 22 33 38 19 19
7 9 -2 22 33 38 19 19
5 5 -3 23 32 36 17 20
3 2 -2 23 31 34 17 20
4 2 -2 23 31 34 17 20
4 1 -2 22 30 33 17 19
2 -3 0 21 28 32 17 20
1 -7 1 18 26 30 16 19
1 -7 0 17 23 29 15 18
2 -7 0 17 21 28 15 18
4 -7 1 16 20 26 14 19
5 -8 2 17 20 25 13 20
3 -11 2 16 18 24 13 19
-2 -15 3 16 17 21 11 18
-3 -17 3 14 15 16 8 15
0 -17 2 14 14 15 7 14
2 -16 4 14 14 15 8 13
4 -15 4 14 12 13 6 13
4 -15 4 13 10 12 5 12
2 -16 3 12 8 9 3 10
-3 -20 3 9 5 6 0 8
-5 -22 2 8 3 4 -3 7
-2 -20 3 9 3 4 -2 8
4 -16 5 11 5 6 1 10
6 -14 6 12 7 6 2 12
2 -17 6 11 5 4 1 10
-2 -21 5 9 2 2 -2 8
-2 -21 4 8 0 0 -4 6
0 -21 4 6 -2 -3 -5 6
0 -23 3 5 -4 -4 -6 5
1 -24 4 5 -4 -4 -6 5
1 -22 6 7 -3 -3 -6 6
0 -22 5 6 -3 -4 -8 5
-4 -24 5 6 -3 -5 -8 4
-5 -24 5 6 -3 -6 -9 3
-2 -20 5 7 -3 -7 -9 2
1 -18 5 7 -3 -6 -9 2
1 -20 7 7 -4 -7 -9 2
-3 -23 5 5 -6 -10 -12 1
-3 -23 4 4 -8 -11 -12 -2
1 -21 5 5 -7 -9 -11 0
3 -19 7 7 -5 -7 -9 2
2 -20 7 7 -6 -8 -10 2
0 -21 6 7 -6 -9 -10 2
1 -21 6 8 -5 -9 -10 1
1 -21 6 8 -5 -9 -10 2
0 -21 6 8 -4 -8 -10 2
1 -21 7 8 -4 -8 -10 1
1 -20 7 8 -5 -9 -11 0
1 -21 6 7 -6 -10 -11 0
1 -22 5 5 -7 -10 -12 0
1 -22 5 6 -7 -10 -12 0
1 -23 5 7 -7 -10 -11 0
0 -23 5 7 -7 -10 -11 -2
0 -22 6 7 -7 -11 -11 -2
1 -21 7 8 -6 -11 -11 -2
1 -21 7 8 -5 -10 -11 -2
2 -21 8 8 -5 -10 -10 0
1 -21 7 8 -5 -9 -10 0
0 -21 5 7 -6 -10 -11 0
0 -22 4 6 -7 -11 -12 -2
0 -23 3 5 -7 -13 -13 -3
-2 -24 4 6 -7 -12 -12 -4
-3 -24 4 6 -7 -12 -12 -4
1 -21 5 7 -5 -11 -13 -3
3 -18 5 7 -4 -10 -12 -2
3 -18 3 7 -5 -10 -13 -2
0 -21 3 6 -7 -11 -13 -4
-2 -23 3 5 -7 -11 -12 -3
1 -22 3 6 -5 -9 -11 0
6 -17 4 7 -3 -7 -10 2
8 -14 5 6 -2 -7 -9 2
5 -16 4 6 -2 -8 -10 1
1 -18 3 5 -3 -9 -11 -2
1 -19 3 5 -4 -9 -11 -2
1 -19 3 5 -5 -8 -11 -2
0 -19 4 6 -4 -8 -10 -2
0 -20 4 5 -4 -9 -11 -2
0 -19 4 5 -4 -8 -11 -2
4 -16 4 5 -4 -7 -11 0
8 -12 5 6 -2 -6 -9 0
5 -15 5 6 -2 -6 -8 1
-2 -20 3 4 -4 -8 -10 0
-2 -19 4 5 -3 -7 -9 0
4 -16 4 6 -2 -6 -8 1
6 -15 4 6 -2 -6 -8 1
5 -17 5 5 -2 -6 -8 1
6 -16 6 6 -2 -5 -7 2
7 -15 5 7 -2 -5 -8 2
6 -16 5 7 -3 -5 -7 1
4 -16 4 5 -4 -7 -8 0
3 -17 2 4 -4 -7 -9 0
1 -19 2 3 -4 -7 -9 0
2 -18 2 4 -3 -7 -8 0
5 -15 2 5 -3 -6 -8 1
5 -14 1 4 -4 -7 -8 0
2 -17 2 3 -4 -8 -8 0
1 -17 2 3 -5 -8 -9 0
3 -16 2 2 -6 -8 -9 -2
4 -15 1 1 -6 -9 -9 -3
4 -14 2 1 -5 -8 -8 -2
5 -15 2 1 -5 -9 -8 -2
5 -16 2 1 -6 -9 -9 -2
4 -16 1 2 -6 -9 -9 -2
3 -15 1 3 -6 -9 -9 -2
4 -15 2 3 -5 -9 -9 -2
4 -15 2 2 -6 -9 -8 -3
3 -16 3 2 -5 -9 -8 -3
3 -17 2 1 -6 -9 -8 -3
3 -18 2 1 -7 -10 -8 -3
3 -18 2 1 -8 -10 -9 -3
4 -17 2 1 -7 -9 -9 -2
5 -16 2 1 -6 -9 -9 -3
5 -15 2 2 -6 -9 -9 -3
4 -16 2 1 -8 -11 -10 -3
3 -17 1 0 -9 -12 -11 -4
1 -18 2 -2 -9 -12 -11 -6
1 -18 1 -3 -10 -13 -11 -6
1 -18 2 -2 -10 -12 -10 -4
2 -17 1 -3 -10 -13 -10 -4
2 -17 1 -2 -10 -13 -10 -4
3 -17 2 0 -9 -12 -10 -3
7 -13 3 0 -9 -11 -9 -2
8 -12 5 2 -7 -10 -7 0
6 -14 3 2 -7 -11 -8 -2
5 -14 2 0 -9 -12 -10 -4
5 -11 2 -2 -9 -12 -9 -4
6 -10 3 0 -7 -10 -8 -4
5 -9 4 1 -7 -9 -7 -3
3 -9 3 1 -6 -9 -6 -3
1 -9 3 2 -6 -8 -6 0
-3 -11 4 3 -5 -7 -5 2
-4 -10 5 5 -4 -5 -3 3
-3 -6 6 6 -3 -4 -2 3
-3 -6 7 9 1 -3 0 4
-5 -7 9 9 2 -2 1 4
-5 -6 11 9 2 -3 0 4
-6 -6 13 9 2 -4 0 2
-7 -8 14 9 1 -3 -2 1
-8 -9 14 9 1 -3 -2 1
-7 -7 14 10 2 -2 -2 2
-4 -2 13 11 3 0 0 3
-2 2 13 10 3 1 1 4
-3 2 11 9 3 1 2 4
-4 2 7 8 2 -2 2 3
-3 4 6 6 2 0 3 5
-2 7 4 4 1 0 4 6
0 7 -2 1 -2 -3 3 5
0 6 -4 1 -3 -3 4 6
0 5 -6 -2 -4 -4 3 6
0 4 -6 -3 -5 -5 1 6
-2 2 -7 -4 -5 -5 0 6
-2 1 -6 -2 -4 -3 1 7
-2 1 -7 -2 -4 -3 2 6
-2 1 -6 0 -4 -4 2 6
0 1 -6 -2 -5 -5 2 5
0 2 -6 0 -5 -5 2 6
1 2 -6 0 -5 -5 2 6
1 2 -5 0 -5 -5 3 7
3 4 -5 0 -5 -5 3 7
4 5 -4 1 -4 -3 4 8
2 3 -4 0 -5 -4 3 6
-3 0 -3 0 -6 -6 2 5
-5 -4 0 0 -7 -7 0 3
-5 -7 2 -2 -8 -10 -3 1
-5 -6 3 -3 -10 -11 -3 0
0 -2 4 -2 -9 -11 -3 1
2 1 6 1 -7 -10 -2 2
-3 -4 4 -2 -9 -11 -4 -2
-5 -7 2 -5 -12 -13 -7 -4
-5 -7 2 -5 -12 -14 -7 -4
-4 -8 3 -4 -12 -14 -7 -4
-5 -10 5 -3 -11 -13 -7 -4
-5 -12 6 0 -10 -13 -8 -4
-5 -14 6 0 -11 -14 -8 -5
-5 -15 7 0 -11 -14 -8 -5
-5 -16 6 -2 -13 -15 -8 -6
-5 -16 6 -3 -14 -16 -9 -8
-6 -16 5 -4 -14 -18 -11 -8
-7 -16 4 -5 -15 -18 -12 -9
-7 -17 4 -5 -15 -18 -11 -8
-5 -15 6 -4 -14 -17 -11 -8
-6 -14 7 -4 -14 -17 -11 -8
-6 -14 7 -3 -14 -18 -12 -9
-6 -15 6 -3 -14 -18 -12 -9
-5 -16 7 -3 -14 -17 -12 -8
-6 -17 6 -4 -14 -18 -12 -9
-6 -17 6 -5 -15 -19 -12 -10
-5 -17 7 -4 -15 -19 -11 -10
-5 -16 7 -4 -15 -18 -11 -9
-5 -15 7 -4 -15 -18 -11 -9
-5 -15 7 -4 -14 -18 -11 -9
-5 -15 7 -3 -14 -18 -11 -8
-5 -15 7 -3 -14 -18 -10 -8
-5 -15 7 -4 -14 -18 -10 -9
-5 -16 6 -4 -14 -18 -10 -9
-5 -15 8 -3 -13 -18 -9 -9
-4 -14 8 -3 -13 -18 -9 -10
-5 -15 8 -3 -14 -18 -10 -10
-5 -16 7 -5 -15 -19 -11 -11
-5 -16 7 -4 -15 -19 -11 -10
-5 -16 8 -3 -14 -18 -10 -9
-5 -16 8 -3 -14 -18 -10 -9
-5 -16 7 -3 -14 -19 -11 -10
-5 -16 6 -4 -15 -20 -12 -12
-6 -17 6 -4 -16 -21 -12 -13
-6 -16 6 -5 -17 -22 -13 -14
-6 -15 7 -5 -18 -24 -14 -14
-5 -13 9 -6 -21 -27 -16 -15
-5 -11 10 -7 -23 -29 -18 -16
-6 -13 11 -8 -24 -32 -21 -17
-8 -15 10 -8 -23 -31 -22 -19
-6 -15 12 -5 -18 -26 -19 -19
-5 -14 15 5 -8 -17 -14 -16
-4 -14 19 18 8 -4 -9 -13
-2 -14 22 31 26 14 1 -9
2 -12 25 47 47 36 15 0
6 -8 23 54 63 58 29 9
11 1 16 52 73 80 48 21
16 11 7 42 79 106 71 37
20 21 -6 25 86 138 99 56
24 31 -20 5 88 171 129 75
29 45 -37 -20 84 197 155 95
34 54 -54 -43 75 219 178 111
36 58 -64 -64 62 224 188 119
33 54 -67 -85 39 209 180 115
24 45 -67 -107 8 179 160 104
17 38 -69 -129 -29 140 134 89
12 37 -69 -143 -62 96 103 70
6 37 -66 -146 -87 51 67 51
0 34 -61 -139 -102 7 32 30
-7 30 -55 -123 -108 -30 6 14
-12 25 -49 -104 -103 -51 -10 5
-15 19 -40 -85 -88 -54 -15 0
-16 16 -33 -70 -73 -51 -17 -3
-16 14 -27 -59 -61 -46 -16 -4
-13 12 -23 -48 -50 -37 -13 -3
-11 10 -20 -37 -38 -28 -9 -2
-11 8 -17 -30 -31 -24 -7 -3
-10 6 -12 -24 -27 -21 -6 -3
-9 4 -9 -18 -23 -19 -5 -3
-9 2 -5 -12 -18 -16 -5 -3
-10 -2 -2 -8 -16 -15 -5 -4
-10 -2 1 -5 -12 -14 -6 -5
-10 -3 4 0 -9 -12 -5 -6
-10 -4 7 2 -6 -10 -4 -6
-10 -5 7 3 -5 -11 -5 -6
-9 -6 7 3 -5 -11 -5 -6
-9 -5 7 4 -5 -11 -4 -6
-8 -5 7 3 -5 -12 -5 -6
-8 -5 7 4 -5 -12 -5 -6
-8 -5 8 5 -5 -12 -5 -6
-8 -5 8 5 -5 -13 -6 -7
-9 -7 8 6 -5 -13 -8 -7
-9 -8 8 7 -4 -13 -8 -8
-8 -6 7 7 -4 -13 -7 -9
-7 -4 7 7 -4 -12 -7 -9
-6 -4 7 7 -4 -12 -8 -9
-7 -6 8 7 -4 -11 -7 -8
-7 -8 8 8 -3 -11 -7 -8
-6 -9 8 8 -3 -12 -7 -9
-5 -9 8 8 -3 -13 -8 -9
-5 -9 8 9 -2 -13 -8 -9
-6 -9 8 9 -3 -13 -9 -10
-7 -9 8 9 -4 -13 -9 -10
-5 -8 7 7 -4 -14 -10 -11
-4 -8 7 7 -3 -13 -9 -10
-5 -8 6 7 -4 -13 -10 -11
-5 -7 7 8 -4 -12 -9 -10
2 0 9 10 -2 -10 -6 -8
5 3 10 10 0 -9 -6 -7
2 -2 8 8 -2 -12 -9 -10
-3 -6 7 8 -2 -12 -9 -11
-3 -7 7 9 -2 -12 -9 -10
0 -6 7 9 0 -12 -9 -10
2 -4 7 9 0 -12 -8 -9
2 -3 8 9 0 -10 -7 -8
-2 -5 7 8 -2 -11 -8 -9
-3 -6 7 7 -2 -11 -8 -9
3 -3 6 7 -2 -12 -9 -10
7 0 6 8 0 -11 -9 -10
5 -3 7 10 1 -10 -8 -10
2 -5 5 9 0 -11 -9 -12
2 -5 5 9 -2 -12 -10 -12
2 -5 5 9 0 -11 -10 -11
1 -5 6 9 2 -10 -9 -10
3 -5 5 8 1 -10 -10 -11
7 -2 6 9 2 -9 -9 -10
8 1 6 10 2 -8 -7 -9
6 -2 5 9 1 -9 -9 -10
5 -3 5 9 1 -10 -9 -10
7 -2 5 9 2 -10 -9 -10
7 -2 5 10 3 -9 -8 -9
6 -2 4 10 3 -9 -9 -11
7 -2 4 9 3 -9 -9 -11
7 -2 4 9 3 -9 -9 -11
7 0 3 8 2 -10 -9 -12
7 0 2 8 3 -9 -9 -12
7 0 3 8 2 -9 -9 -12
8 -2 3 8 2 -9 -9 -11
8 -2 3 8 2 -9 -9 -11
8 -2 3 8 3 -8 -10 -11
9 0 2 9 4 -8 -10 -11
10 1 1 8 3 -9 -11 -11
9 1 1 8 3 -10 -11 -12
7 -2 1 9 4 -9 -11 -12
6 -4 0 8 4 -9 -12 -14
8 -2 -2 6 2 -10 -13 -15
13 1 1 7 3 -9 -11 -13
16 3 2 8 4 -7 -10 -12
16 5 3 10 6 -5 -9 -11
16 5 2 10 5 -6 -9 -11
15 4 1 10 5 -6 -9 -11
15 4 1 9 5 -7 -10 -12
13 3 0 9 5 -7 -10 -12
11 1 0 9 6 -6 -9 -11
9 -2 -2 8 6 -6 -9 -11
7 0 -2 8 6 -6 -9 -11
8 4 2 11 9 -3 -7 -9
11 9 3 13 12 0 -6 -8
9 9 3 14 12 1 -5 -7
4 6 1 13 10 0 -6 -9
2 5 1 13 11 1 -5 -7
4 7 3 15 13 3 -3 -6
3 7 4 15 13 3 -3 -6
1 5 5 15 14 4 -3 -6
-3 3 4 15 14 4 -4 -6
-5 3 3 15 14 5 -3 -5
-5 4 3 15 16 7 -2 -5
-4 7 4 16 17 8 -2 -5
-2 9 5 19 19 10 2 -3
-2 11 5 20 20 11 3 -2
-4 11 6 22 22 12 3 0
-5 9 6 22 22 13 3 0
-7 8 7 22 22 13 5 1
-8 8 7 22 24 15 5 1
-8 8 6 21 24 15 5 1
-8 8 4 20 23 15 4 1
-9 9 4 20 24 16 5 2
-8 10 4 22 25 18 6 3
-6 11 4 24 26 19 7 3
-5 12 4 24 28 20 8 3
-5 13 4 25 30 21 9 3
-5 13 4 25 29 22 9 4
-5 14 4 24 30 21 9 3
-4 14 4 24 31 22 10 4
-4 13 4 25 32 24 11 4
-5 13 5 26 33 26 13 6
-5 14 4 25 32 26 12 5
-4 15 3 25 32 27 13 5
-3 15 2 25 32 27 13 6
-2 17 2 25 33 27 12 6
-3 16 2 26 34 29 13 6
-4 14 2 27 35 29 13 6
-3 15 2 26 36 30 14 6
2 18 2 26 38 32 14 8
3 19 1 26 38 32 14 7
1 18 1 26 37 32 15 7
1 19 1 26 38 33 16 7
2 19 0 27 38 34 16 7
1 19 0 27 38 34 16 8
2 21 -2 27 38 35 18 9
4 23 -2 27 39 36 19 9
4 23 0 27 40 36 18 10
6 24 -2 26 39 35 17 9
7 25 -3 25 39 35 17 9
7 25 -3 24 39 36 18 10
6 24 -3 24 39 36 19 10
6 24 -4 22 37 35 19 10
6 24 -5 21 35 34 18 10
6 24 -6 19 32 32 17 9
5 23 -8 17 30 30 16 8
4 23 -8 17 28 28 15 8
6 24 -7 15 27 26 15 9
11 27 -7 14 25 24 15 9
13 29 -7 13 24 24 14 9
11 27 -7 11 21 22 12 7
10 26 -8 9 19 19 11 6
10 24 -9 7 16 17 10 5
8 22 -9 6 13 15 9 4
6 19 -10 3 9 11 7 2
6 19 -12 2 6 8 4 1
6 18 -11 2 5 7 3 1
7 18 -11 1 3 5 2 0
13 23 -9 3 4 5 3 1
17 25 -8 2 3 3 3 1
13 21 -10 -2 -2 0 0 -3
8 18 -10 -3 -3 -3 -2 -4
9 20 -9 -3 -3 -3 -2 -4
10 22 -8 -2 -3 -3 -2 -3
7 21 -8 -2 -4 -4 -3 -3
4 18 -7 -2 -5 -5 -3 -3
3 16 -6 -2 -5 -6 -4 -3
2 16 -5 0 -5 -6 -4 -3
1 16 -5 -2 -7 -8 -6 -4
0 16 -6 -4 -8 -9 -6 -5
0 15 -5 -4 -8 -9 -5 -4
-2 14 -5 -5 -9 -10 -6 -5
-4 13 -5 -4 -9 -10 -7 -5
-5 11 -5 -4 -9 -10 -8 -6
-6 10 -5 -4 -10 -11 -8 -6
-7 9 -4 -4 -10 -12 -8 -6
-6 9 -6 -5 -10 -13 -9 -7
-4 12 -5 -4 -10 -12 -9 -6
-2 13 -4 -4 -10 -13 -9 -6
-4 11 -5 -5 -11 -14 -10 -7
-5 9 -6 -7 -12 -15 -11 -8
-4 9 -6 -6 -12 -14 -11 -8
-2 11 -6 -6 -12 -14 -11 -8
1 13 -6 -6 -12 -14 -12 -7
1 13 -6 -5 -12 -15 -12 -9
2 12 -6 -6 -13 -17 -13 -9
2 12 -6 -6 -14 -18 -13 -9
1 12 -6 -6 -15 -18 -13 -10
1 12 -7 -6 -15 -19 -13 -11
1 12 -7 -7 -15 -19 -13 -11
1 12 -7 -8 -15 -19 -14 -11
0 11 -6 -7 -15 -18 -14 -10
0 11 -6 -7 -15 -18 -15 -11
1 10 -7 -8 -16 -19 -16 -11
1 9 -8 -9 -16 -20 -16 -12
0 9 -7 -8 -16 -21 -16 -12
0 9 -7 -8 -16 -21 -16 -13
-2 10 -6 -7 -16 -20 -16 -13
2 11 -7 -8 -16 -22 -17 -13
6 13 -6 -7 -15 -22 -16 -12
7 11 -5 -6 -14 -19 -15 -10
5 8 -6 -7 -15 -20 -16 -12
4 6 -5 -8 -15 -20 -16 -12
3 4 -6 -8 -16 -20 -16 -11
3 0 -5 -7 -15 -19 -15 -10
4 -2 -5 -5 -14 -18 -14 -10
8 5 -4 -5 -13 -18 -14 -10
14 10 -3 -3 -11 -18 -13 -10
13 8 -2 -2 -10 -17 -13 -9
8 2 -3 -3 -11 -17 -14 -10
7 1 -4 -5 -12 -18 -15 -10
10 0 -4 -6 -14 -18 -15 -11
11 0 -4 -6 -14 -18 -15 -11
10 -2 -4 -5 -14 -18 -14 -10
11 0 -5 -6 -14 -18 -15 -11
12 0 -5 -5 -13 -18 -15 -11
12 0 -5 -5 -12 -18 -15 -11
13 0 -6 -6 -13 -19 -16 -12
13 0 -6 -6 -13 -19 -15 -12
14 1 -6 -6 -12 -19 -16 -12
14 1 -6 -6 -13 -19 -16 -13
14 1 -6 -6 -13 -19 -16 -13
13 0 -6 -7 -14 -18 -16 -12
12 -2 -5 -6 -13 -17 -15 -11
